#ind,TIC,period_2g,period_2g_sigma_low,period_2g_sigma_high,chi2_2g,period_pf,period_pf_sigma_low,period_pf_sigma_high,chi2_pf,period_combined,period_combined_sigma_low,period_combined_sigma_high
4072,319936228,9.64638018,0.00001486,0.00001499,2331147.75164050,9.64635254,0.00004895,0.00005952,8761067.15146707,9.64637856,0.00002122,0.00001782
4073,320054835,5.89956625,0.00103453,0.00104164,9642.30799710,5.90007817,0.00059339,0.00045203,8717.77353609,5.89990671,0.00090607,0.00064252
4074,320228013,6.82925872,0.00085796,0.00081195,593794.49765948,6.79840374,0.00102553,0.00067286,229431.40036523,6.79874287,0.00112385,0.03036825
4075,320268279,0.45073714,0.00000007,0.00000007,203544.48344429,0.45073713,0.00000003,0.00000003,208900.11476266,0.45073713,0.00000004,0.00000005
4076,320333641,4.67073092,0.00003724,0.00004780,244054.65863597,4.67079843,0.00005716,0.00007535,248873.10684253,4.67076075,0.00005478,0.00007412
4077,320524751,8.95216809,0.00005979,0.00006257,44106.45651572,8.95241389,0.00009373,0.00009202,47770.33014421,8.95225427,0.00011616,0.00019565
4078,320536498,NaN,0.00000031,0.00000031,NaN,0.41065319,0.00000035,0.00000002,4921187.72173250,0.41065319,0.00000035,0.00000002
4079,320947341,1.03342738,0.00000030,0.00000073,915101.88822217,1.03343039,0.00000000,0.00000000,953413.50433639,1.03342739,0.00000031,0.00000074
4080,321455348,7.72058380,0.00072916,0.00064141,26640.10267394,7.71827166,0.00131100,0.00144592,32695.60600686,7.71997654,0.00219635,0.00102403
4081,321864797,13.23530733,0.00065434,0.00066643,26439.58073795,13.24137497,0.00010138,0.00001749,27615.69784716,13.23691191,0.00191123,0.00447114
4082,322129367,2.71930689,0.00000398,0.00000407,361477.52003958,2.71929294,0.00000306,0.00000354,326721.35503980,2.71929832,0.00000693,0.00001031
4083,322390461,0.38689614,0.00000084,0.00000082,20511.11330039,0.38689450,0.00000070,0.00000080,22098.85900378,0.38689536,0.00000119,0.00000122
4084,322493523,1.53231362,0.00000497,0.00000544,41155.23497584,1.53232684,0.00001070,0.00001119,217122.87106382,1.53231464,0.00000550,0.00000752
4085,322512913,0.45886105,0.00000078,0.00000090,439914.13251698,NaN,NaN,NaN,750617.76326045,0.45886105,0.00000079,0.00000089
4086,322549898,NaN,0.00000101,0.00000113,NaN,1.79444179,0.00000031,0.00000028,1527291.91864130,1.79444179,0.00000031,0.00000028
4087,322650462,0.97931089,0.00001365,0.00001093,379849.06139083,0.97986569,0.00000000,0.00000000,412167.30524306,0.97931105,0.00001374,0.00001132
4088,322845246,3.60277111,0.00000527,0.00000485,221078.40627510,3.60276126,0.00000742,0.00000757,738763.15581206,3.60276961,0.00000756,0.00000574
4089,323727556,4.00735410,0.00004964,0.00004787,115188.48621550,4.00739163,0.00001977,0.00004421,113882.44078537,4.00738155,0.00005078,0.00004149
4090,323968843,NaN,0.00000046,0.00000038,NaN,2.69958081,0.00000712,0.00000586,1144005969.85507560,2.69958081,0.00000712,0.00000586
4091,324596129,NaN,0.00001051,0.00001021,NaN,2.34690639,0.00000649,0.00000706,657394.76076983,2.34690639,0.00000649,0.00000706
4092,325205605,4.24886785,0.00008546,0.00008880,80920.14434029,4.24892087,0.00004772,0.00003225,70310.30848696,4.24890370,0.00007791,0.00005037
4093,325901255,3.07468980,0.00000667,0.00000640,71382.85600543,3.07472872,0.00000398,0.00000376,475196.76576475,3.07469088,0.00000720,0.00001099
4094,326149070,1.95149642,0.00000708,0.00000725,41113.94939090,1.95149517,0.00000695,0.00000728,40848.92187961,1.95149567,0.00000682,0.00000747
4095,326356701,1.11213541,0.00000672,0.00000848,182919.81423190,1.11208110,0.00000494,0.00000196,151920.77736661,1.11208386,0.00000546,0.00005480
4096,326374705,5.40514524,0.00000482,0.00000455,12426979.48224479,5.40520419,0.00003522,0.00000954,9756606.40497674,5.40516190,0.00001897,0.00004765
4097,326630342,1.47343778,0.00000007,0.00000006,4107565.05149229,1.47342399,0.00000002,0.00000002,8835320.01176451,1.47343774,0.00001375,0.00000009
4098,327121759,2.98986613,0.00000068,0.00000066,5886694.51252958,2.98985731,0.00000047,0.00000048,5094828.79375660,2.98985800,0.00000095,0.00000839
4099,327259175,2.17401229,0.00006144,0.00006537,29035.04057216,2.17409067,0.00007500,0.00002215,34773.28832694,2.17404529,0.00007636,0.00006031
4100,327583823,1.81258231,0.00000002,0.00000002,1002242577.57796597,1.81257555,0.00000006,0.00000120,793574632.90913379,1.81257696,0.00000145,0.00000535
4101,327785134,2.47867956,0.00000283,0.00000281,13307005.31980416,2.47850178,0.00000446,0.00000432,10749373.01336069,2.47850743,0.00000819,0.00017327
4102,327996089,2.17388655,0.00000396,0.00000397,5784656.94607062,2.17386778,0.00001091,0.00000710,3576232.87816235,2.17387370,0.00001340,0.00001368
4103,328860378,NaN,0.00000774,0.00000795,NaN,2.16769591,0.00000465,0.00000468,5594852.93282953,2.16769591,0.00000465,0.00000468
4104,329246824,0.58768148,0.00000001,0.00000001,1363030.32322930,0.58768087,0.00000000,0.00000000,1830301.57343569,0.58768148,0.00000001,0.00000001
4105,329248002,3.10890238,0.00000024,0.00000024,2750060.74081627,3.10873684,0.00000663,0.00000925,34425868.92913642,3.10890235,0.00000031,0.00000027
4106,329289186,0.55250889,0.00000623,0.00000621,52370.58733004,0.55259165,0.00000456,0.00000224,84603.38528077,0.55251468,0.00000990,0.00007748
4107,329770815,3.87024564,0.00000880,0.00000887,137895.97026284,3.87120421,0.00008900,0.00009622,1402931.44846576,3.87024680,0.00000959,0.00001163
4108,330829235,NaN,0.00000204,0.00000215,NaN,1.01180133,0.00000147,0.00000151,242430.04652036,1.01180133,0.00000147,0.00000151
4109,330847328,13.23823673,0.00243991,0.00232870,13946.46307906,13.24128503,0.00004846,0.00015102,16676.26229667,13.24119282,0.00425168,0.00019851
4110,330998582,5.25858218,0.00013805,0.00013536,98513.57755465,5.25874226,0.00021733,0.00022697,96111.91489092,5.25864531,0.00017117,0.00021661
4111,331069412,12.94531946,0.00028927,0.00026988,1566124.97883011,12.94350372,0.00000382,0.00000000,1499729.48795471,12.94511600,0.00161527,0.00038129
4112,331183881,4.28398202,0.00000168,0.00000159,8482596.29401029,4.28396826,0.00000404,0.00048936,13473622.52258270,4.28398188,0.00001461,0.00007760
4113,331201939,0.55453350,0.00000256,0.00000218,15535.05191065,0.55452365,0.00000481,0.00002497,16526.28860383,0.55453271,0.00001126,0.00000458
4114,331221558,1.60466219,0.00000038,0.00000036,32440456.83508613,1.60466779,0.00000071,0.00000809,210994487.75722495,1.60466226,0.00000042,0.00000060
4115,331377569,0.45428673,0.00000105,0.00000106,24172.89004097,0.45428704,0.00000184,0.00000162,33471.54371288,0.45428685,0.00000129,0.00000132
4116,332202405,4.74916251,0.00001098,0.00001130,21058780.77234262,4.73468023,0.00188459,0.00060182,26643986.08148284,4.74914225,0.01512087,0.00002893
4117,332277332,0.19667107,0.00000001,0.00000001,1523671.33471631,0.19667109,0.00000002,0.00000001,1463952.71426884,0.19667108,0.00000001,0.00000002
4118,332488398,NaN,0.00001196,0.00001242,NaN,2.08346859,0.00000644,0.00000511,77559.82507593,2.08346859,0.00000644,0.00000511
4119,332517282,0.40226266,0.00000616,0.00001268,60750.61482681,0.40250239,0.00003494,0.00003031,64621.41848458,0.40228742,0.00002777,0.00022863
4120,333127661,7.89429515,0.00002184,0.00002121,810579.50997674,7.89424476,0.00031953,0.00006186,619575.07579473,7.89427921,0.00020816,0.00003430
4121,333247721,4.17409078,0.00003146,0.00002760,342522.71096554,4.17403589,0.00001539,0.00001674,80859.56498495,4.17404065,0.00001778,0.00003016
4122,335265326,NaN,0.00000141,0.00000111,NaN,3.80839514,0.00000061,0.00000061,16681638.60170243,3.80839514,0.00000061,0.00000061
4123,335564109,NaN,0.00005883,0.00004606,NaN,4.38943328,0.00004670,0.00005556,373908.93764651,4.38943328,0.00004670,0.00005556
4124,336767770,0.93981718,0.00000207,0.00000214,977789.57773601,0.93979292,0.00000640,0.00000407,579808.46020113,0.93979619,0.00000741,0.00002135
4125,336931938,0.37978161,0.00000204,0.00000233,48767.16911661,NaN,NaN,NaN,41193.93597341,0.37978157,0.00000201,0.00000226
4126,337094559,1.78078594,0.00000278,0.00000286,3810140.30052430,1.77997952,0.00000087,0.00000040,52037732.43179750,1.78078570,0.00000333,0.00000297
4127,337886863,5.69250402,0.00000182,0.00000189,28691591.86979733,5.69254465,0.00000082,0.00000089,23038868.36043299,5.69254353,0.00004021,0.00000161
4128,338159479,1.41435252,0.00000010,0.00000010,607050.15126366,1.41435404,0.00000016,0.00000016,2222977.18534826,1.41435256,0.00000012,0.00000139
4129,338465029,NaN,0.00000075,0.00000081,NaN,1.19815432,0.00000038,0.00000056,3999023.49492772,1.19815432,0.00000038,0.00000056
4130,339540793,3.77379502,0.00000761,0.00000788,92505.71320058,3.77399848,0.00001131,0.00001102,351828.48426019,3.77379766,0.00000916,0.00019221
4131,339566276,4.24032499,0.00000777,0.00000805,34845114.09610363,4.24107253,0.00008568,0.00124820,113790524.44395693,4.24032827,0.00000997,0.00070675
4132,339568213,5.82483947,0.00000724,0.00000706,101351502.06102422,5.82486484,0.00029153,0.00002402,167309212.94294095,5.82483985,0.00002744,0.00002970
4133,339752629,0.39740026,0.00000254,0.00000268,30118.23108201,0.39740547,0.00000322,0.00000138,32291.72827677,0.39740248,0.00000357,0.00000367
4134,340100436,NaN,0.00004527,0.00004646,NaN,2.93811186,0.00005844,0.00001570,113667.06411743,2.93811186,0.00005844,0.00001570
4135,341029467,13.21884837,0.00000987,0.00000996,31519110.62145392,12.59769834,0.00608190,0.00501484,339349008.77564520,13.21853369,0.00023796,0.00023796
4136,341309569,7.34656343,0.00017820,0.00017733,36446.95838742,7.34628070,0.00012147,0.00007617,33391.41347196,7.34635654,0.00014926,0.00028522
4137,341550561,1.10569332,0.00000007,0.00000007,577400380.65825927,1.10568104,0.00000176,0.00001810,618151935.56306088,1.10569327,0.00001300,0.00000016
4138,342334344,0.90140139,0.00000013,0.00000014,5824786.29162669,NaN,NaN,NaN,10786788.10467970,0.90140139,0.00000013,0.00000014
4139,343326909,1.40758220,0.00000647,0.00000625,1576946.64707392,1.40718332,0.00000006,-0.00000000,575969.97826916,1.40718348,0.00000025,0.00040085
4140,345451479,0.44302194,0.00000036,0.00000040,2789714.71252423,0.44301568,0.00000062,0.00000106,3140474.14700484,0.44302135,0.00000593,0.00000080
4141,345899523,6.71806861,0.00005237,0.00005316,86872.98865275,6.71857058,0.00003530,0.00003447,423207.02270894,6.71808359,0.00006132,0.00043561
4142,346338553,4.46543901,0.00029205,0.00029653,14014.03525569,4.46531006,0.00047656,0.00047846,13478.21964115,4.46538750,0.00040259,0.00037440
4143,346627403,3.00970701,0.00000191,0.00000203,2348954.35419573,3.00957097,0.00000511,0.00001016,89927654.64707592,3.00970696,0.00000207,0.00000199
4144,347545020,2.78071311,0.00000109,0.00000113,15191451.43416219,2.78066851,0.00000419,0.00001170,160091175.75488397,2.78071300,0.00000142,0.00000117
4145,347809861,1.81148814,0.00000052,0.00000061,115041182.67148980,1.81146966,0.00000000,0.00000000,150021665.50801808,1.81148815,0.00000052,0.00000059
4146,348021286,6.59074254,0.00031173,0.00029909,31264.54382649,NaN,NaN,NaN,44978.02977961,6.59073726,0.00030714,0.00030329
4147,348717439,0.47939997,0.00000001,0.00000001,26460244.28541095,0.47939886,0.00000246,0.00000158,33169638.15932552,0.47939996,0.00000207,0.00000002
4148,349059354,1.66466326,0.00000050,0.00000050,2585004.44504408,1.66466415,0.00000050,0.00000049,2512825.20321000,1.66466370,0.00000069,0.00000069
4149,349308842,3.58277527,0.00000618,0.00000639,104237.40994920,3.58283351,0.00001791,0.00001883,109571.92786366,3.58278719,0.00001504,0.00005444
4150,349480507,NaN,0.00000010,0.00000011,NaN,1.56202035,0.00000208,0.00000261,11608625.32317183,1.56202035,0.00000208,0.00000261
4151,349518145,8.27986533,0.00001232,0.00001212,129699.98520401,8.27987340,0.00001087,0.00001360,130687.09319371,8.27986946,0.00001251,0.00001327
4152,349643889,26.67867033,0.00019496,0.00024033,78807.16790826,26.67886572,0.00085332,0.00045466,72121.13464280,26.67871802,0.00038984,0.00041830
4153,349797905,NaN,0.00000923,0.00000867,NaN,3.54491169,0.00000566,0.00000564,6689261.13392336,3.54491169,0.00000566,0.00000564
4154,349832824,1.04073058,0.00000003,0.00000004,1864308.39462962,1.04073050,0.00000006,0.00000006,175947879.34597453,1.04073058,0.00000003,0.00000004
4155,349907707,5.13321515,0.00000158,0.00000187,51488028.96919502,5.13333436,0.00003048,0.00020856,50263659.07236776,5.13326006,0.00004567,0.00017637
4156,349970685,1.25670925,0.00000772,0.00000836,22329.16496595,1.25668751,0.00001320,0.00001408,16725.46359308,1.25669959,0.00002001,0.00001346
4157,350030939,1.22096055,0.00000009,0.00000008,8014688.30832400,NaN,NaN,NaN,26919141.20881202,1.22096055,0.00000009,0.00000008
4158,350141132,NaN,0.00248170,0.00039362,NaN,4.62127674,0.00115321,0.00000000,1758540.40366790,4.62127674,0.00115321,0.00000000
4159,350190639,1.86717934,0.00001355,0.00001702,54645.86994753,1.86719984,0.00001702,0.00001718,48851.55997901,1.86719044,0.00001870,0.00002018
4160,350297040,10.87391408,0.00003492,0.00003677,72487.38606051,10.87404523,0.00008468,0.00003279,104611.20174604,10.87394124,0.00005173,0.00011368
4161,350298314,47.71907807,0.00001130,0.00001016,2362428.90627319,47.71877821,0.00025219,0.00000684,10557173.45009396,47.71907487,0.00028944,0.00001205
4162,350443417,1.21672134,0.00000002,0.00000002,6805390.21065546,1.21672153,0.00000003,0.00000003,20315681.42533669,1.21672135,0.00000002,0.00000017
4163,350622185,NaN,0.00000002,0.00000002,NaN,NaN,NaN,NaN,348258973.42564958,NaN,NaN,NaN
4164,350716073,0.39316118,0.00000039,0.00000038,87562.39769734,0.39316140,0.00000084,0.00000077,107069.67646041,0.39316124,0.00000052,0.00000059
4165,351287412,10.13360286,0.00015311,0.00015687,60391.74122623,10.13517183,0.00132636,0.00536427,117361.74565338,10.13368444,0.00021607,0.00200388
4166,351336681,5.41831342,0.00018342,0.00017787,25283.13685431,5.41877727,0.00014800,0.00015425,28112.32518854,5.41853848,0.00032361,0.00030323
4167,352012002,0.66724256,0.00001028,0.00001065,13524.13548880,0.66724265,0.00001692,0.00001634,13380.61204860,0.66724250,0.00001312,0.00001311
4168,352165018,NaN,0.00000440,0.00000497,NaN,4.90451264,0.00000072,0.00000055,73449558.79557768,4.90451264,0.00000072,0.00000055
4169,352378412,0.67602666,0.00000040,0.00000037,2105616.37803103,0.67596077,0.00000058,0.00000052,4131180.77225242,0.67602639,0.00006566,0.00000054
4170,352951628,NaN,0.00000130,0.00000108,NaN,0.70707032,0.00000037,0.00000030,1217247.18747606,0.70707032,0.00000037,0.00000030
4171,352964170,2.40045244,0.00000249,0.00000285,383660.75300581,2.40044805,0.00000494,0.00000514,6121630.90826320,2.40045235,0.00000271,0.00000289
4172,353077789,1.83903005,0.00000164,0.00000165,120121.78613105,1.83903041,0.00000136,0.00000136,66158.81724353,1.83903027,0.00000148,0.00000148
4173,353129911,2.97169821,0.00001165,0.00001090,8169247.88578965,2.97168846,0.00001965,0.00001856,7925925.28126858,2.97169430,0.00001695,0.00001400
4174,353650675,1.24617296,0.00000120,0.00000120,677363.77379014,1.24607976,0.00000022,0.00000010,6235602.90405964,1.24617279,0.00000167,0.00000129
4175,353962058,1.15160153,0.00000064,0.00000063,1079915.65961949,1.15166472,0.00006214,0.00000119,3268469.67948398,1.15160171,0.00000083,0.00003919
4176,354119540,1.76345971,0.00000535,0.00000570,77405.32970860,1.76347348,0.00000796,0.00000813,62163.12513316,1.76346637,0.00000905,0.00001177
4177,354535363,1.79964242,0.00007005,0.00006811,12585.11090114,1.79891689,0.00002086,0.00001520,15911.89986493,1.79955344,0.00064371,0.00012683
4178,354926863,1.43662869,0.00000135,0.00000136,72991.44205233,1.43662760,0.00000064,0.00000080,73456.86485670,1.43662800,0.00000094,0.00000139
4179,355010562,3.25453421,0.00011991,0.00012486,35784.98888264,3.25474931,0.00041046,0.00027348,36003.80787538,3.25458388,0.00019042,0.00029489
4180,355152640,NaN,0.00021695,0.00072698,NaN,22.11902343,0.00011565,0.00011719,585453.60492524,22.11902343,0.00011565,0.00011719
4181,355152971,8.07601214,0.00000951,0.00000927,3163003.51029147,8.07586585,0.00001394,0.00001029,8942676.69102169,8.07600804,0.00013949,0.00001131
4182,355635441,0.39258461,0.00000010,0.00000009,263608.76099912,0.39258172,0.00000007,0.00000020,755958.09467210,0.39258456,0.00000279,0.00000012
4183,355978205,0.89108946,0.00000133,0.00000136,31152.86053184,0.89108434,0.00000113,0.00000139,40977.22008059,0.89108798,0.00000398,0.00000231
4184,356015361,11.25982384,0.00018452,0.00020453,55432.82116819,11.25939554,0.00003107,0.00071837,55881.20718288,11.25973406,0.00035391,0.00031196
4185,356150515,0.61215194,0.00000007,0.00000007,4051232.42211046,NaN,NaN,NaN,2604465.71401002,0.61215194,0.00000007,0.00000007
4186,356198153,0.46818113,0.00000012,0.00000012,95470.11853270,0.46818104,0.00000010,0.00000009,183733.97273949,0.46818109,0.00000011,0.00000013
4187,356199330,0.34662537,0.00000006,0.00000006,314426.01366152,0.34662543,0.00000007,0.00000005,337710.37592960,0.34662540,0.00000007,0.00000006
4188,356240274,2.34758808,0.00000027,0.00000027,640752.66904957,2.34758982,0.00000049,0.00000048,788868.88171031,2.34758843,0.00000050,0.00000157
4189,356630364,0.55676918,0.00000259,0.00000257,68486.15131783,0.55675990,0.00000594,0.00000000,67729.89763950,0.55676743,0.00001171,0.00000361
4190,356641568,11.49501163,0.00012536,0.00015691,102179.07000626,11.49525037,0.00018316,0.00018939,120637.90620014,11.49511275,0.00018150,0.00022703
4191,356820646,0.79438070,0.00000003,0.00000004,1184202.91820889,0.79437338,0.00000003,0.00000004,1972084.81049201,0.79438067,0.00000730,0.00000005
4192,356896561,2.25334990,0.00000006,0.00000006,2544716.35030837,2.25335051,0.00000010,0.00000010,70362853.01584506,2.25334990,0.00000006,0.00000007
4193,356974629,1.93854502,0.00001346,0.00001791,32863.56968180,1.93852010,0.00002758,0.00000240,36130.41491098,1.93852498,0.00001682,0.00002970
4194,357372327,0.42051471,0.00000001,0.00000001,30322070.17550552,0.42051374,0.00000000,0.00000000,39521792.89149819,0.42051471,0.00000001,0.00000001
4195,357398957,NaN,0.00000050,0.00000032,NaN,NaN,NaN,NaN,10227272.04999770,NaN,NaN,NaN
4196,357398958,0.47776673,0.00000014,0.00000013,3142859.00630802,NaN,NaN,NaN,15740657.60715386,0.47776673,0.00000014,0.00000013
4197,357512000,0.87969864,0.00000176,0.00000180,43404.55050111,0.87969534,0.00000311,0.00000293,168207.77330225,0.87969823,0.00000240,0.00000196
4198,357685999,0.93684805,0.00000262,0.00000273,75558.73367509,0.93682226,0.00002038,0.00002431,74884.66662952,0.93684550,0.00003257,0.00000499
4199,357713892,7.10021349,0.00004972,0.00005547,261837.37431239,7.09995196,0.00011294,0.00011137,465231.18426513,7.10017842,0.00024472,0.00007329
4200,357744369,0.48436793,0.00000537,0.00000584,22427.97846344,0.48436645,0.00001023,0.00001039,28645.72073152,0.48436750,0.00000751,0.00000734
4201,357911163,4.78182079,0.00000468,0.00000454,890410.68598836,4.78179079,0.00038857,0.00001949,3484148.68278377,4.78181951,0.00001409,0.00000521
4202,357979050,NaN,0.00000154,0.00000189,NaN,2.34660021,0.00000110,0.00000344,25722606.60155613,2.34660021,0.00000110,0.00000344
